satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
0.72,0.93,4,189,2,0,0,0,marketing,high
0.76,0.95,4,201,2,0,0,0,support,low
0.68,0.88,5,244,2,0,0,0,sales,medium
0.51,0.6,4,218,2,0,0,0,marketing,medium
0.33,0.51,2,144,3,0,1,0,technical,low
0.39,0.68,2,152,3,0,0,0,product_mng,low
0.57,0.68,4,189,3,0,0,0,support,medium
0.51,0.86,3,207,2,0,0,0,RandD,medium
0.67,0.54,5,159,3,1,0,0,sales,high
0.37,0.5,2,147,3,0,1,0,support,low
0.44,0.93,6,189,4,0,1,0,product_mng,low
0.49,0.68,3,214,2,1,0,0,technical,low
0.39,0.49,2,159,3,1,1,0,sales,low
0.65,0.57,3,273,3,0,0,0,marketing,medium
0.38,0.5,2,152,3,1,0,0,sales,medium
0.68,0.45,4,143,3,0,0,0,technical,high
0.34,0.52,2,142,5,0,1,0,sales,low
0.71,0.52,3,163,3,0,0,0,support,medium
0.52,0.67,5,223,3,1,1,0,technical,low
0.09,0.88,6,301,4,0,1,0,sales,medium
0.49,0.84,5,237,5,0,0,0,technical,low
0.52,0.53,4,153,3,0,0,0,support,low
0.93,0.66,3,183,3,0,0,0,technical,high
0.2,0.83,3,270,4,0,0,0,technical,medium
0.49,0.89,3,152,2,0,0,0,hr,medium
0.56,0.7,4,202,2,0,0,0,technical,low
0.37,0.52,2,156,3,0,1,0,technical,low
0.09,0.88,6,305,4,0,1,0,technical,medium
0.79,0.6,5,194,5,0,1,0,technical,low
0.4,0.53,2,179,5,0,1,0,hr,low
0.48,0.6,3,186,2,0,0,0,IT,medium
0.53,0.55,4,253,2,0,0,0,support,low
0.38,0.52,2,109,3,0,1,0,accounting,low
0.1,0.91,7,247,5,1,1,0,technical,low
0.37,0.54,2,262,2,0,1,0,technical,low
0.83,0.95,6,199,2,0,0,0,sales,low
0.59,0.7,4,218,3,0,0,0,sales,medium
0.61,0.99,5,268,4,1,0,0,product_mng,low
0.67,0.46,3,266,3,0,0,0,sales,medium
0.77,0.63,3,195,2,0,0,0,technical,medium
0.53,0.61,3,183,3,0,0,0,support,low
0.15,0.93,5,190,2,0,1,0,technical,low
0.56,0.55,3,141,2,0,0,0,technical,high
0.36,0.53,2,148,3,0,1,0,technical,low
0.62,0.55,3,237,2,0,0,0,support,low
0.52,0.88,4,242,3,0,0,0,sales,medium
0.52,0.54,3,193,3,0,0,0,product_mng,medium
0.59,0.68,5,147,2,0,1,0,sales,low
0.72,0.64,4,276,2,0,0,0,sales,low
0.37,0.48,2,152,3,0,1,0,technical,low
0.13,0.93,6,245,5,1,0,0,technical,low
0.54,0.54,5,198,3,0,0,0,support,medium
0.51,0.43,5,181,3,0,0,0,sales,low
0.93,0.49,3,146,2,0,0,0,sales,high
0.69,0.78,4,251,2,0,0,0,sales,medium
0.51,0.47,5,260,3,1,0,0,sales,medium
0.1,0.92,6,267,5,0,0,0,sales,low
0.16,0.72,5,294,7,0,0,0,sales,medium
0.45,0.9,4,138,3,0,0,0,technical,medium
0.61,0.53,2,142,3,0,1,0,sales,low
0.34,0.48,2,142,3,1,1,0,sales,medium
0.81,0.77,5,185,2,1,1,0,sales,low
0.43,0.95,4,167,3,0,1,0,technical,low
0.51,0.52,5,137,3,0,0,0,marketing,medium
0.49,0.69,4,203,5,0,0,0,technical,low
0.71,0.83,4,173,5,1,0,0,sales,medium
0.18,0.99,3,209,4,0,0,0,sales,medium
0.46,0.6,2,148,3,0,0,0,technical,medium
0.35,0.85,2,255,5,1,1,0,technical,medium
0.66,0.71,4,271,3,0,0,0,accounting,low
0.64,0.84,3,266,8,0,0,0,technical,medium
0.09,0.94,6,247,5,0,1,0,hr,medium
0.56,0.61,3,156,10,0,0,0,sales,high
0.33,0.5,2,149,5,0,1,0,technical,medium
0.41,0.55,2,162,3,1,0,0,sales,medium
0.12,0.97,6,274,4,0,1,0,RandD,medium
0.57,0.6,3,260,6,0,0,0,sales,low
0.14,0.89,4,205,3,0,0,0,technical,medium
0.61,0.74,4,187,2,0,0,0,sales,low
0.51,0.86,2,273,5,0,1,0,technical,medium
0.71,1.0,3,238,2,0,0,0,technical,medium
0.7,0.68,3,204,2,0,0,0,technical,low
0.76,0.92,5,258,2,0,0,0,technical,low
0.62,0.68,3,168,3,0,0,0,sales,medium
0.32,0.55,2,191,3,0,1,0,sales,low
0.34,0.53,2,266,3,0,1,0,technical,low
0.74,0.89,4,163,3,0,0,0,sales,medium
0.72,0.68,4,264,2,0,0,0,technical,low
0.4,0.5,2,143,3,0,1,0,technical,medium
0.46,0.67,4,147,2,0,0,0,sales,medium
0.81,0.93,3,262,5,0,0,0,sales,high
0.63,0.78,5,271,5,0,1,0,sales,low
0.74,0.58,5,192,3,0,0,0,management,low
0.63,0.71,3,153,3,0,0,0,marketing,medium
0.37,0.5,5,146,3,0,0,0,accounting,low
0.54,0.69,3,201,2,1,0,0,product_mng,medium
0.78,0.92,5,203,4,0,0,0,product_mng,low
0.46,0.77,3,187,3,0,1,0,sales,low
0.81,1.0,4,276,5,0,0,0,hr,low
0.65,0.48,5,150,3,0,0,0,support,low
0.6,0.82,4,259,3,0,0,0,marketing,low
0.73,0.63,3,195,2,0,0,0,support,medium
0.13,0.92,6,310,4,0,1,0,product_mng,medium
0.73,0.66,3,207,5,0,0,0,sales,medium
0.74,0.55,4,266,3,0,0,0,technical,medium
0.11,0.91,6,184,4,0,0,0,hr,low
0.57,0.9,4,217,4,0,0,0,support,low
0.31,0.49,2,154,5,0,1,0,sales,low
0.48,0.67,3,158,3,0,0,0,technical,low
0.55,0.79,4,271,2,0,0,0,marketing,medium
0.91,0.54,5,148,2,0,0,0,hr,medium
0.25,0.54,4,148,3,1,0,0,marketing,medium
0.2,0.89,4,235,4,1,0,0,IT,low
0.67,0.81,4,273,3,0,1,0,sales,low
0.64,0.47,5,137,3,0,0,0,accounting,low
0.12,0.95,6,310,5,0,0,0,sales,low
0.61,0.94,4,149,3,0,0,0,technical,low
0.69,0.72,3,238,2,0,0,0,RandD,medium
0.49,0.91,4,192,5,0,0,0,technical,low
0.14,0.9,6,273,4,0,0,0,sales,low
0.67,0.72,3,146,3,0,0,0,sales,low
0.09,0.9,7,308,4,0,1,0,product_mng,low
0.33,0.5,2,174,3,0,0,0,sales,medium
0.19,0.87,3,272,4,0,1,0,sales,low
0.81,0.91,5,243,5,0,1,0,technical,low
0.74,0.52,4,266,5,1,0,1,sales,low
0.68,0.6,5,225,5,0,0,0,support,low
0.81,0.66,3,196,2,0,0,0,technical,low
0.5,0.42,2,149,3,0,1,0,sales,low
0.1,1.0,6,271,3,0,0,0,sales,medium
0.43,0.39,3,118,3,1,0,0,sales,medium
0.75,0.99,3,196,2,0,0,0,sales,high
0.38,0.54,2,149,4,0,1,0,technical,low
0.38,0.62,2,250,3,0,0,0,sales,medium
0.63,0.72,2,161,3,0,0,0,sales,medium
0.09,0.95,6,299,4,0,1,0,technical,medium
0.36,0.48,5,148,5,0,0,0,sales,low
0.71,0.95,4,242,5,0,0,0,sales,medium
0.67,0.94,5,195,3,0,0,0,sales,low
0.61,0.98,4,239,3,0,1,0,sales,medium
0.76,0.84,7,212,4,0,1,0,support,low
0.54,0.66,4,273,2,0,0,0,accounting,low
0.2,0.9,7,258,4,0,1,0,IT,low
0.57,0.96,4,154,2,0,0,0,sales,medium
0.7,0.66,4,262,6,1,0,0,marketing,medium
0.9,0.92,4,120,2,0,0,0,management,low
0.18,0.77,3,238,5,0,0,0,sales,medium
0.73,0.72,4,147,3,1,0,0,sales,medium
0.2,0.99,6,177,3,1,0,0,technical,medium
0.82,0.89,5,247,5,0,1,1,technical,medium
0.94,0.66,4,249,2,0,0,0,support,low
0.66,0.66,5,139,2,0,0,0,hr,medium
0.65,0.58,5,268,3,0,0,0,sales,medium
0.37,0.53,2,143,3,0,0,0,support,low
0.54,0.55,4,241,3,0,1,0,technical,low
0.32,0.57,2,144,3,0,1,0,technical,low
0.19,0.9,6,199,5,0,0,0,technical,medium
0.34,0.96,4,243,3,0,0,0,technical,low
0.09,0.89,7,297,5,0,1,0,technical,low
0.51,0.5,4,201,2,0,1,0,sales,medium
0.41,0.68,3,165,3,0,0,0,sales,medium
0.62,0.92,5,273,4,0,0,0,sales,low
0.5,0.54,2,165,6,0,0,0,technical,medium
0.35,0.58,2,142,3,0,1,0,accounting,low
0.51,0.81,5,219,2,0,0,0,accounting,low
0.81,0.97,3,137,2,0,0,0,sales,low
0.55,0.65,3,146,2,0,0,0,sales,low
0.62,0.91,3,235,2,0,0,0,technical,low
0.52,0.5,2,116,3,0,0,0,sales,medium
0.38,0.67,4,158,3,0,0,0,technical,low
0.66,0.73,3,146,3,0,1,0,technical,medium
0.45,0.48,4,147,3,1,0,0,technical,medium
0.71,0.64,4,233,5,0,1,0,technical,low
0.55,0.85,4,219,3,0,0,0,support,medium
0.1,0.93,6,281,4,0,1,0,support,low
0.72,0.93,4,116,2,1,0,0,sales,low
0.48,0.52,3,143,2,0,0,0,sales,low
0.46,0.63,3,182,3,0,0,0,hr,low
0.37,0.51,2,147,3,0,1,0,sales,medium
0.39,0.65,5,219,3,0,0,0,IT,low
0.72,0.53,5,255,2,0,0,0,accounting,medium
0.47,0.53,2,158,5,0,0,0,sales,low
0.38,0.49,2,144,3,0,0,0,IT,medium
0.6,0.77,4,193,2,0,0,0,RandD,medium
0.7,0.99,5,239,3,0,0,0,sales,low
0.83,0.88,6,287,4,0,0,0,support,low
0.56,0.93,5,272,5,0,0,0,support,low
0.69,0.51,5,185,4,0,1,0,sales,low
0.31,0.44,2,149,2,0,0,0,sales,medium
0.14,0.93,6,258,5,0,0,0,technical,medium
0.09,1.0,5,273,5,0,1,0,support,medium
0.48,0.6,3,140,2,0,0,0,product_mng,low
0.24,0.91,6,188,4,0,1,0,support,medium
0.58,0.67,4,193,3,0,0,0,accounting,low
0.35,0.38,2,170,3,0,0,0,marketing,low
0.64,0.61,4,129,3,0,0,0,sales,low
0.71,0.89,5,265,5,0,1,0,marketing,low
0.38,0.55,4,212,4,0,1,0,technical,medium
0.64,0.53,4,146,3,0,1,0,RandD,medium
0.5,0.7,4,212,2,0,0,0,technical,low
0.7,0.6,5,157,2,0,0,0,sales,low
0.15,0.89,5,264,2,0,1,0,support,low
0.95,0.91,4,159,2,1,0,0,sales,low
0.75,0.96,4,231,2,0,0,0,sales,low
0.71,1.0,4,249,2,0,0,0,technical,medium
0.71,0.96,4,275,5,0,0,0,sales,low
0.68,0.97,5,200,5,0,1,0,sales,low
0.53,0.94,4,228,3,0,0,0,sales,medium
0.09,0.91,6,310,4,0,1,0,technical,low
0.69,0.9,3,249,4,0,0,0,sales,low
0.48,0.92,5,139,3,0,0,0,RandD,low
0.57,0.4,4,115,3,1,0,0,sales,medium
0.5,0.82,4,191,4,0,0,0,sales,low
0.47,0.62,2,170,3,0,0,0,sales,low
0.57,0.98,5,202,2,0,0,0,sales,medium
0.64,0.43,4,151,3,1,0,0,RandD,low
0.48,0.55,3,172,2,0,0,0,technical,low
0.17,0.94,6,270,4,0,0,0,sales,low
0.46,0.64,3,222,3,0,0,0,sales,medium
0.09,0.93,3,222,6,1,0,0,technical,medium
0.46,0.63,5,150,2,0,0,0,management,high
0.21,0.63,7,238,5,0,1,0,support,medium
0.62,0.76,3,209,2,0,0,0,support,medium
0.9,0.9,5,200,2,0,0,0,IT,low
0.8,0.82,4,254,6,0,0,0,product_mng,low
0.7,0.78,3,268,2,0,1,0,IT,low
0.81,0.65,3,193,7,0,0,0,management,high
0.58,0.98,4,196,2,0,0,0,sales,medium
0.54,0.92,4,259,2,0,0,0,technical,low
0.41,0.72,3,159,3,0,0,0,technical,low
0.43,0.72,4,198,2,0,0,0,sales,low
0.41,0.67,2,142,2,0,0,0,sales,low
0.58,0.69,4,161,2,0,0,0,hr,low
0.64,0.67,4,235,2,0,0,0,sales,medium
0.79,0.92,5,182,4,0,1,0,support,low
0.37,0.53,2,140,3,0,1,0,sales,medium
0.12,0.83,3,188,7,0,0,0,sales,low
0.76,0.73,4,280,2,0,0,0,sales,medium
0.33,0.53,2,148,2,0,1,0,sales,medium
0.8,0.64,4,193,2,0,0,0,marketing,high
0.61,0.59,3,253,2,0,0,0,technical,medium
0.78,0.67,3,114,3,0,0,0,sales,low
0.82,1.0,5,248,2,0,0,0,sales,medium
0.59,0.53,3,196,3,0,0,0,support,low
0.82,0.97,4,221,3,0,0,0,sales,medium
0.64,0.54,3,215,2,0,0,0,technical,low
0.36,0.99,4,179,3,0,0,0,sales,low
0.52,0.88,3,198,2,1,0,0,accounting,medium
0.52,0.57,3,213,4,0,0,0,sales,medium
0.43,0.64,3,150,3,0,0,0,sales,medium
0.62,0.52,5,148,2,0,0,0,sales,medium
0.85,0.87,4,253,5,0,0,0,hr,medium
0.21,0.87,5,226,3,0,0,0,hr,low
0.74,0.98,5,157,3,0,0,0,management,high
0.36,0.51,2,138,3,0,1,0,sales,low
0.56,0.67,4,226,2,1,0,0,hr,medium
0.61,0.88,4,245,4,0,1,0,product_mng,low
0.74,0.95,4,246,3,0,0,0,technical,medium
0.14,0.88,3,229,4,0,0,0,management,high
0.87,0.63,4,274,5,0,0,0,IT,medium
0.33,0.75,2,144,3,0,0,0,technical,medium
0.37,0.53,2,170,5,0,1,0,sales,low
0.62,0.63,3,241,2,0,0,0,technical,medium
0.75,0.51,4,142,3,0,0,0,product_mng,low
0.47,0.65,3,145,2,0,0,0,sales,low
0.63,0.69,4,190,3,0,0,0,technical,low
0.4,0.69,2,271,2,0,0,0,technical,low
0.15,0.89,3,265,2,1,0,0,technical,low
0.49,0.54,5,229,3,0,0,0,sales,medium
0.51,0.62,3,221,3,0,0,0,technical,low
0.19,1.0,3,229,5,0,0,0,product_mng,high
0.41,0.51,2,140,3,0,0,0,hr,medium
0.55,0.89,5,231,2,0,0,0,product_mng,low
0.19,0.85,5,169,5,0,0,0,sales,low
0.48,0.48,4,155,3,0,0,0,IT,low
0.24,0.52,2,164,3,0,1,0,sales,low
0.53,0.77,3,150,3,0,0,0,technical,low
0.39,0.47,4,188,3,0,1,0,sales,low
0.61,0.53,5,246,2,1,0,0,technical,low
0.5,0.66,3,164,2,0,0,0,technical,low
0.49,0.65,4,150,5,0,1,0,support,medium
0.44,0.53,5,236,2,0,0,0,technical,medium
0.09,0.9,7,267,4,0,0,0,product_mng,low
0.22,0.7,4,247,5,0,0,0,IT,low
0.91,0.93,3,199,7,0,0,0,sales,medium
0.18,0.83,6,265,4,1,0,0,sales,low
0.48,0.86,4,265,4,0,0,0,technical,low
0.6,0.69,3,138,5,0,0,0,sales,low
0.67,0.54,3,168,7,1,0,1,sales,low
0.45,0.67,3,210,3,0,0,0,sales,medium
0.74,0.84,5,226,6,0,1,0,IT,medium
0.75,1.0,4,161,5,0,0,0,technical,medium
0.76,0.92,3,160,2,0,0,0,hr,low
0.35,0.6,2,166,3,0,1,0,hr,medium
0.64,0.96,4,265,2,0,0,0,sales,medium
0.52,0.48,3,169,3,0,0,0,sales,low
0.32,0.56,2,144,3,1,1,0,technical,low
0.66,0.98,4,233,5,0,0,0,sales,low
0.65,0.98,5,142,3,0,0,0,IT,low
0.67,0.88,4,258,5,0,0,0,sales,medium
0.59,0.67,4,202,3,0,0,0,technical,medium
0.94,0.77,3,212,2,0,0,0,product_mng,low
0.54,0.53,2,141,3,0,0,0,technical,medium
0.52,0.44,2,142,3,0,0,1,sales,low
0.36,0.49,2,145,3,0,1,0,product_mng,low
0.94,0.76,4,242,3,0,1,0,technical,low
0.57,0.53,5,210,2,0,0,0,product_mng,low
0.7,0.49,5,165,5,0,0,0,sales,medium
0.5,0.96,5,150,5,0,0,0,accounting,low
0.34,0.75,2,168,3,0,1,0,technical,low
0.57,0.77,3,270,2,0,0,0,hr,low
0.51,0.52,2,194,2,0,0,0,technical,low
0.44,0.76,4,168,2,1,0,0,technical,low
0.67,0.71,3,221,2,0,0,0,sales,low
0.58,0.87,5,270,5,0,0,0,sales,low
0.58,0.87,4,220,10,0,0,0,sales,medium
0.28,0.5,2,149,2,0,0,0,technical,low
0.74,0.68,3,238,2,0,0,0,product_mng,low
0.57,0.91,3,141,2,0,0,0,sales,low
0.73,0.64,3,241,3,0,0,1,sales,high
0.37,0.65,2,262,2,0,0,0,sales,medium
0.51,0.53,4,194,5,0,0,0,technical,low
0.46,0.53,2,153,3,0,0,0,technical,medium
0.37,0.53,2,143,3,0,1,0,accounting,low
0.96,0.68,5,230,3,0,0,0,sales,medium
0.6,1.0,4,272,4,0,1,0,support,medium
0.57,0.73,3,184,2,0,0,0,marketing,low
0.82,0.91,4,218,3,0,0,0,accounting,low
0.74,0.93,3,244,5,0,0,0,hr,medium
0.62,0.97,5,258,5,0,0,0,marketing,low
0.34,0.53,3,136,3,0,0,0,marketing,low
0.15,0.9,4,272,4,0,1,0,sales,low
0.61,0.93,5,166,2,0,0,0,sales,low
0.5,0.68,5,146,3,0,1,0,technical,low
0.2,0.79,4,234,5,0,0,0,sales,medium
0.35,0.52,4,207,5,0,1,0,sales,medium
0.54,1.0,5,150,3,0,0,0,support,low
0.33,0.51,2,243,3,0,0,0,product_mng,low
0.5,0.68,4,270,7,0,0,0,support,low
0.91,0.54,5,247,5,0,0,0,technical,high
0.5,0.55,3,188,2,0,0,0,technical,low
0.23,0.92,4,232,6,0,0,0,sales,low
0.4,0.55,2,159,3,0,0,0,technical,low
0.09,0.87,5,301,4,0,1,0,technical,low
0.16,0.89,3,238,2,0,0,0,technical,medium
0.31,0.49,2,147,3,0,1,0,sales,low
0.75,0.79,5,255,2,0,0,0,technical,medium
0.12,1.0,6,275,6,0,1,0,sales,medium
0.65,0.7,4,262,3,0,0,0,technical,low
0.15,0.82,6,275,4,0,0,0,sales,medium
0.64,0.93,5,239,4,0,0,0,support,low
0.53,0.43,5,148,3,1,0,0,sales,high
0.38,0.54,2,115,3,0,0,0,hr,medium
0.6,0.88,4,221,2,0,0,0,RandD,medium
0.21,0.98,4,268,5,0,1,0,technical,low
0.55,0.86,3,252,4,0,0,0,management,high
0.65,0.54,5,113,2,0,0,0,sales,medium
0.75,0.88,4,282,2,0,1,0,sales,medium
0.13,0.85,5,198,2,0,0,0,technical,medium
0.52,0.97,3,196,5,0,0,0,technical,low
0.09,0.86,6,310,4,0,1,0,RandD,medium
0.18,0.97,4,183,4,0,0,0,support,low
0.59,0.99,5,206,6,0,0,0,sales,medium
0.56,0.66,5,257,3,0,0,0,marketing,low
0.39,0.52,5,260,5,0,1,0,sales,low
0.86,0.64,3,188,2,0,0,0,sales,low
0.59,0.59,3,192,2,0,0,0,sales,low
0.65,0.86,5,142,3,0,0,0,technical,low
0.45,0.64,3,250,10,0,0,0,sales,medium
0.44,0.5,2,148,4,0,0,0,support,medium
0.46,0.94,4,243,2,0,0,0,sales,low
0.47,0.64,4,182,2,1,0,0,hr,medium
0.89,0.87,4,269,4,0,0,0,RandD,low
0.78,0.95,4,253,3,0,1,1,accounting,low
0.56,0.61,4,265,2,1,0,0,technical,low
0.36,0.51,2,140,3,0,1,0,hr,low
0.6,0.88,3,191,3,0,0,0,technical,medium
0.85,0.98,4,141,2,0,0,0,sales,low
0.55,0.98,3,273,3,0,0,0,accounting,low
0.66,0.79,4,201,5,1,0,0,hr,medium
0.56,0.65,3,183,2,0,0,0,technical,low
0.56,0.92,3,143,2,0,0,0,sales,medium
0.55,0.63,3,268,7,0,0,1,technical,high
0.92,0.52,4,230,2,0,0,0,technical,medium
0.33,0.54,2,142,3,0,1,0,technical,medium
0.39,0.56,2,161,6,0,0,0,support,medium
0.75,0.86,5,102,2,0,0,0,sales,low
0.61,0.65,4,297,5,0,1,0,IT,low
0.09,0.95,6,310,4,0,1,0,sales,low
0.56,0.7,3,232,8,0,0,0,technical,low
0.39,0.53,2,137,3,0,1,0,IT,low
0.77,0.85,3,177,3,1,0,0,sales,medium
0.71,0.8,3,146,3,0,0,0,hr,low
0.75,0.63,3,167,3,0,0,0,sales,medium
0.11,0.94,5,246,4,0,1,0,management,high
0.11,0.73,6,294,2,0,0,0,sales,medium
0.78,0.86,4,272,5,0,1,0,sales,high
0.67,0.87,2,141,3,0,1,0,product_mng,medium
0.67,0.68,3,227,2,0,0,0,sales,low
0.37,0.48,2,147,3,0,0,0,accounting,low
0.89,0.63,3,195,10,1,0,0,sales,medium
0.92,0.95,3,232,4,0,0,0,sales,low
0.83,0.46,3,188,2,0,0,0,sales,low
0.56,0.69,3,142,2,0,0,0,technical,low
0.38,0.52,2,135,2,0,1,0,technical,low
0.24,0.51,2,141,5,1,0,0,sales,low
0.74,0.5,4,154,2,0,0,0,technical,high
0.31,0.5,2,149,3,0,1,0,sales,low
0.57,0.87,2,171,3,0,0,0,technical,medium
0.23,0.91,7,300,4,0,1,0,accounting,low
0.78,0.55,5,111,3,0,0,0,support,low
0.67,1.0,5,273,5,0,0,0,RandD,medium
0.67,0.71,3,194,2,0,0,0,sales,low
0.5,0.75,3,188,4,1,0,0,sales,medium
0.68,0.58,3,187,3,0,0,0,marketing,low
0.38,0.56,4,165,3,1,0,0,technical,medium
0.44,0.64,5,109,2,0,0,0,sales,low
0.57,0.89,3,205,2,0,0,0,sales,medium
0.17,0.95,6,252,2,0,0,0,support,low
0.73,0.89,3,191,2,0,0,0,technical,medium
0.7,0.65,5,260,4,0,1,0,sales,medium
0.58,0.95,4,234,2,0,0,0,hr,medium
0.79,0.6,5,227,6,0,1,0,technical,low
0.37,0.57,2,125,3,0,0,0,product_mng,low
0.16,0.89,4,305,3,0,1,0,technical,low
0.65,0.61,5,185,3,0,0,0,marketing,medium
0.67,0.53,5,203,2,0,0,0,sales,high
0.46,0.79,4,181,2,0,0,0,technical,low
0.68,0.43,4,231,3,0,0,0,technical,low
0.68,0.98,4,206,3,0,0,0,technical,medium
0.29,0.86,2,117,3,0,0,0,sales,medium
0.56,0.66,3,180,2,0,0,0,technical,low
0.43,0.7,2,165,3,0,0,0,sales,low
0.46,0.51,4,144,3,0,0,0,support,medium
0.4,0.52,2,160,3,0,1,0,sales,low
0.71,0.48,5,270,3,0,1,0,marketing,low
0.55,0.66,5,243,2,0,0,0,sales,medium
0.64,0.52,3,188,3,0,0,0,sales,medium
0.59,0.87,3,273,2,0,0,0,sales,medium
0.1,0.77,6,283,4,0,1,0,sales,medium
0.49,0.62,4,251,2,0,0,0,sales,medium
0.4,0.62,2,163,2,0,0,0,RandD,medium
0.53,0.91,3,221,2,0,0,0,product_mng,medium
0.9,0.97,5,249,4,1,0,0,sales,low
0.62,0.68,4,263,3,0,0,0,hr,medium
0.64,0.6,4,246,5,0,0,0,technical,low
0.33,0.51,2,114,3,0,0,0,technical,medium
0.2,0.81,3,252,5,0,0,0,support,low
0.09,0.87,6,255,4,0,1,0,RandD,low
0.51,0.77,3,230,3,0,0,0,technical,low
0.65,0.96,6,273,3,0,1,0,product_mng,low
0.38,0.54,4,148,5,0,1,0,technical,low
0.93,0.62,4,238,2,0,0,0,sales,medium
0.73,0.99,5,242,2,0,0,0,sales,low
0.6,0.63,3,166,2,0,0,0,sales,medium
0.37,0.51,2,145,3,0,0,0,IT,low
0.57,0.93,4,259,3,0,0,0,sales,medium
0.64,0.72,4,190,2,0,0,0,accounting,medium
0.66,0.83,5,193,3,0,0,0,technical,medium
0.09,0.78,6,279,4,0,1,0,sales,low
0.37,0.95,5,131,5,0,0,0,product_mng,medium
0.45,0.53,4,239,3,0,0,0,sales,medium
0.69,0.51,5,193,5,0,1,0,product_mng,low
0.54,0.44,2,167,3,0,0,0,sales,high
0.37,0.41,2,173,3,0,0,0,technical,low
0.73,0.59,3,187,3,0,0,0,sales,medium
0.65,0.73,4,144,3,1,1,0,sales,low
0.37,0.41,2,118,3,0,1,0,support,low
0.51,0.78,2,137,3,0,0,0,sales,low
0.45,0.65,4,121,3,0,0,0,sales,medium
0.8,0.63,3,255,6,0,0,0,sales,medium
0.15,0.94,5,267,5,0,1,0,sales,medium
0.63,0.89,5,267,3,0,0,0,technical,low
0.56,0.52,2,145,3,0,0,0,accounting,medium
0.86,0.84,4,216,2,0,0,0,hr,low
0.09,0.92,6,286,5,0,0,0,hr,medium
0.73,0.98,4,156,5,0,0,0,IT,low
0.9,0.84,4,210,2,0,0,0,sales,low
0.53,0.69,3,137,2,0,0,0,product_mng,low
0.48,0.91,4,237,3,0,0,0,sales,medium
0.17,0.81,4,252,4,1,0,0,technical,medium
0.65,0.62,3,170,3,0,0,0,RandD,medium
0.75,0.61,5,179,3,0,1,0,sales,medium
0.71,0.68,4,231,5,0,0,0,sales,low
0.87,0.9,4,211,2,0,1,0,technical,medium
0.5,0.52,2,156,3,0,0,0,support,low
0.84,0.54,5,139,3,0,0,0,support,low
0.97,0.89,4,247,3,0,0,0,technical,medium
0.32,0.57,2,147,3,0,1,0,sales,low
0.09,0.93,7,247,4,0,1,0,technical,low
0.63,0.88,3,271,2,0,0,0,sales,medium
0.57,0.53,3,164,2,0,0,0,support,low
0.15,0.86,4,216,2,0,0,0,technical,medium
0.63,0.9,5,214,4,0,0,0,hr,medium
0.29,0.56,2,151,3,1,1,0,marketing,medium
0.09,0.91,7,310,4,0,1,0,sales,low
0.94,0.97,5,265,4,0,0,0,sales,low
0.38,0.61,2,141,3,0,0,0,sales,low
0.14,0.96,4,279,6,0,0,0,sales,medium
0.23,0.51,5,203,4,0,0,0,sales,medium
0.37,0.47,2,135,3,0,1,0,support,low
0.61,0.77,5,179,2,0,0,0,sales,low
0.53,0.65,5,167,2,0,0,0,technical,low
0.22,0.7,4,182,2,0,0,0,support,low
0.83,0.64,4,239,2,0,0,0,sales,low
0.36,0.48,2,140,3,0,1,0,product_mng,low
0.49,0.94,3,215,6,0,0,0,hr,medium
0.65,0.89,4,255,4,0,0,0,accounting,low
0.92,0.84,3,277,3,0,0,0,sales,low
0.97,0.84,5,264,3,0,0,0,technical,low
0.7,0.94,4,275,6,1,0,0,technical,low
0.52,0.72,4,194,3,0,0,0,technical,low
0.55,0.75,4,270,3,0,0,0,sales,low
0.09,0.88,7,310,5,0,1,0,sales,medium
0.6,0.97,5,142,4,0,1,0,technical,low
0.75,1.0,4,139,2,0,1,0,marketing,medium
0.52,0.81,3,173,6,0,0,0,sales,low
0.47,0.5,3,237,2,0,0,0,hr,high
0.49,0.71,4,143,3,0,0,0,sales,low
0.81,0.65,4,248,2,0,0,0,sales,low
0.53,0.67,4,258,3,0,0,0,sales,low
0.16,0.88,3,193,5,1,0,0,technical,medium
0.37,0.64,3,154,3,0,1,0,technical,medium
0.65,0.53,4,136,10,0,0,0,sales,medium
0.14,0.93,5,292,5,0,0,0,technical,medium
0.56,0.62,5,271,3,0,0,0,sales,medium
0.69,0.89,4,184,2,0,0,0,sales,high
0.72,0.88,4,167,2,0,0,0,management,high
0.46,0.43,2,159,3,0,0,0,marketing,medium
0.39,0.5,2,147,6,0,1,0,sales,medium
0.7,0.91,3,146,3,0,0,0,sales,medium
0.65,0.87,5,219,2,0,0,0,technical,low
0.48,0.52,2,133,3,0,1,0,sales,low
0.63,0.67,3,193,4,0,0,0,sales,low
0.65,0.9,5,224,3,0,0,0,sales,medium
0.47,0.4,2,149,3,0,0,0,marketing,low
0.45,0.53,4,238,2,1,0,0,product_mng,low
0.65,0.82,4,211,3,0,0,0,sales,medium
0.09,0.88,4,194,4,0,0,0,technical,low
0.7,0.65,4,208,3,0,0,0,sales,low
0.59,0.97,3,237,2,0,0,0,support,medium
0.75,0.89,4,224,8,0,0,0,hr,low
0.78,0.92,5,256,4,0,1,0,technical,low
0.35,0.54,3,142,3,0,0,0,product_mng,medium
0.64,0.67,4,241,2,1,0,1,sales,medium
0.43,0.52,2,146,3,0,0,0,technical,low
